Biometry_ID,Region,Period,SpecificChronology,ChronGeneral,Chron,Excluded_from_NISP,Site.name,Area,SiteID,TaxonName,Taxon,Element,ElementName,GL,GLl,GLm,Bp,Dp,SD,DD_shaft,Dl,Bd,Dd,BT,HT,HTC,GLpe,BatF,Dc,GB,BFd,BFp,Comments,AnalysisEdits,Individual,IndiDuplicate,MeasurementPrecision,TaxonGroup
100,South,Iron Age,IA1,IA1,IA.Mid,NA,Castenaso,Bologna - Castenaso,59,Cattle,B,AS,Astragalus,NA,56.8,52.1,NA,NA,NA,NA,32.5,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1,NA,NA,Cattle
198,Veneto,Bronze Age,BA.R-F,BRF-IA0,BA.Late,NA,Fondo Paviani,Riedel 1979 - Recent/Final,21,Cattle,B,AS,Astragalus,NA,54,NA,NA,NA,NA,NA,NA,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
199,Veneto,Bronze Age,BA.R-F,BRF-IA0,BA.Late,NA,Fondo Paviani,Riedel 1979 - Recent/Final,21,Cattle,B,AS,Astragalus,NA,54.1,NA,NA,NA,NA,NA,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
200,Veneto,Bronze Age,BA.R-F,BRF-IA0,BA.Late,NA,Fondo Paviani,Riedel 1979 - Recent/Final,21,Cattle,B,AS,Astragalus,NA,56.3,NA,NA,NA,NA,NA,30.6,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
202,Veneto,Bronze Age,BA.R-F,BRF-IA0,BA.Late,NA,Fondo Paviani,Riedel 1979 - Recent/Final,21,Cattle,B,AS,Astragalus,NA,59.2,NA,NA,NA,NA,NA,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
203,Veneto,Bronze Age,BA.R-F,BRF-IA0,BA.Late,NA,Fondo Paviani,Riedel 1979 - Recent/Final,21,Cattle,B,AS,Astragalus,NA,63.8,NA,NA,NA,NA,NA,35.9,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
204,Veneto,Bronze Age,BA.R-F,BRF-IA0,BA.Late,NA,Fondo Paviani,Riedel 1979 - Recent/Final,21,Cattle,B,AS,Astragalus,NA,NA,NA,NA,NA,NA,NA,NA,41.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
205,North,Bronze Age,BA.R-F,BRF-IA0,BA.Late,NA,Cavalzara,Riedel 1979,20,Cattle,B,AS,Astragalus,NA,57.2,NA,NA,NA,NA,NA,32.2,38.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
243,South,Iron Age,IA1,IA1,IA.Mid,NA,Marzabotto,V 3,68,Cattle,B,AS,Astragalus,NA,62.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
244,South,Iron Age,IA1,IA1,IA.Mid,NA,Marzabotto,V 3,68,Cattle,B,AS,Astragalus,NA,57.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
245,South,Iron Age,IA1,IA1,IA.Mid,NA,Marzabotto,V 3,68,Cattle,B,AS,Astragalus,NA,60.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
246,South,Iron Age,IA1,IA1,IA.Mid,NA,Marzabotto,V 3,68,Cattle,B,AS,Astragalus,NA,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
247,South,Iron Age,IA1,IA1,IA.Mid,NA,Marzabotto,V 3,68,Cattle,B,AS,Astragalus,NA,59.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
269,South,Iron Age,IA2,IA2,IA.Late,NA,Casale di Rivalta,NA,71,Cattle,B,AS,Astragalus,NA,59.6,55.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
270,South,Iron Age,IA2,IA2,IA.Late,NA,Casale di Rivalta,NA,71,Cattle,B,AS,Astragalus,NA,52.7,51.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
271,South,Iron Age,IA2,IA2,IA.Late,NA,Casale di Rivalta,NA,71,Cattle,B,AS,Astragalus,NA,63.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
409,North,Iron Age,IA2,IA2,IA.Late,NA,Colognola ai Colli,NA,54,Cattle,B,AS,Astragalus,NA,57.6,52.3,NA,NA,NA,NA,32.4,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
410,North,Iron Age,IA2,IA2,IA.Late,NA,Colognola ai Colli,NA,54,Cattle,B,AS,Astragalus,NA,59,54.6,NA,NA,NA,NA,31.7,35.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
411,North,Iron Age,IA2,IA2,IA.Late,NA,Colognola ai Colli,NA,54,Cattle,B,AS,Astragalus,NA,61.8,57,NA,NA,NA,NA,34.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
412,North,Iron Age,IA2,IA2,IA.Late,NA,Colognola ai Colli,NA,54,Cattle,B,AS,Astragalus,NA,62.7,57,NA,NA,NA,NA,37.3,41.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
413,North,Iron Age,IA2,IA2,IA.Late,NA,Colognola ai Colli,NA,54,Cattle,B,AS,Astragalus,NA,65.4,NA,NA,NA,NA,NA,36.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
414,North,Iron Age,IA2,IA2,IA.Late,NA,Colognola ai Colli,NA,54,Cattle,B,AS,Astragalus,NA,67,62,NA,NA,NA,NA,NA,43.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
922,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,53.5,49.8,NA,NA,NA,NA,29.8,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
923,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,53.4,48.8,NA,NA,NA,NA,31.7,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
924,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,54,50.5,NA,NA,NA,NA,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
925,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,54,NA,NA,NA,NA,NA,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
926,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,54.8,50,NA,NA,NA,NA,30.5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
928,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,57,52.3,NA,NA,NA,NA,NA,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
929,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,58,NA,NA,NA,NA,NA,32.9,35.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
930,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,58.8,53.4,NA,NA,NA,NA,32,35.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
931,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,60.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
932,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,61.3,56.4,NA,NA,NA,NA,33.8,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
933,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,61.4,NA,NA,NA,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
934,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,NA,58.7,NA,NA,NA,NA,36,40.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
935,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,61.9,NA,NA,NA,NA,NA,34.5,41.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
936,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,62.4,NA,NA,NA,NA,NA,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
937,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,63.4,58.8,NA,NA,NA,NA,34.7,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
938,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,63.4,59,NA,NA,NA,NA,35.8,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
939,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,63.8,59.1,NA,NA,NA,NA,35.5,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
940,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,NA,NA,NA,NA,NA,NA,NA,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
941,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,64.3,NA,NA,NA,NA,NA,36,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
942,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,64.5,58.6,NA,NA,NA,NA,35.7,41.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
943,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,65.6,NA,NA,NA,NA,NA,36.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
944,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,NA,62.8,NA,NA,NA,NA,NA,45.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
945,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,55.9,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
946,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,56.4,NA,NA,NA,NA,NA,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
947,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,57.2,52,NA,NA,NA,NA,32.8,34.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
948,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,59.4,52,NA,NA,NA,NA,32.2,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
949,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,NA,NA,NA,NA,NA,NA,NA,36.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
951,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,61,NA,NA,NA,NA,NA,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
952,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,61,56,NA,NA,NA,NA,34.3,39.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
953,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,61.2,56.5,NA,NA,NA,NA,33.9,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
954,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,61.3,55.7,NA,NA,NA,NA,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
956,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,62.9,58,NA,NA,NA,NA,35,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
958,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,63.5,60.4,NA,NA,NA,NA,36,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
959,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,63.7,58.2,NA,NA,NA,NA,36,41.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
960,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,NA,62.5,NA,NA,NA,NA,NA,41.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
961,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,64,60.3,NA,NA,NA,NA,36.1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
962,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,64.7,57.7,NA,NA,NA,NA,36.4,42.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
963,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,NA,59.2,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
964,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,65.1,59.3,NA,NA,NA,NA,36,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
966,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,65.2,NA,NA,NA,NA,NA,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
967,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,AS,Astragalus,NA,65.4,59.9,NA,NA,NA,NA,NA,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
1482,South,Iron Age,IA2,IA2,IA.Late,NA,Casale di Rivalta,NA,71,Cattle,B,AS,Astragalus,NA,59.6,52.7,NA,NA,NA,NA,35.2,38.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1483,South,Iron Age,IA2,IA2,IA.Late,NA,Casale di Rivalta,NA,71,Cattle,B,AS,Astragalus,NA,55.3,51.5,NA,NA,NA,NA,31.3,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1561,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Tabina di Margreta,Bronze Age,22,Cattle,B,AS,Astragalus,NA,NA,57.5,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,Cattle
1642,North,Iron Age,IA2,IA2,IA.Late,NA,Santorso,All phases,92,Cattle,B,AS,Astragalus,NA,57,54,NA,NA,NA,NA,31.3,36.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1643,North,Iron Age,IA2,IA2,IA.Late,NA,Santorso,All phases,92,Cattle,B,AS,Astragalus,NA,57.3,NA,NA,NA,NA,NA,31.3,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1644,North,Iron Age,IA2,IA2,IA.Late,NA,Santorso,All phases,92,Cattle,B,AS,Astragalus,NA,53.8,48.4,NA,NA,NA,NA,30.1,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1645,North,Iron Age,IA2,IA2,IA.Late,NA,Santorso,All phases,92,Cattle,B,AS,Astragalus,NA,55.7,51.5,NA,NA,NA,NA,30.7,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1646,North,Iron Age,IA2,IA2,IA.Late,NA,Santorso,All phases,92,Cattle,B,AS,Astragalus,NA,55.5,NA,NA,NA,NA,NA,31.2,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1647,North,Iron Age,IA2,IA2,IA.Late,NA,Santorso,All phases,92,Cattle,B,AS,Astragalus,NA,58.7,53.9,NA,NA,NA,NA,33.8,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1648,North,Iron Age,IA2,IA2,IA.Late,NA,Santorso,All phases,92,Cattle,B,AS,Astragalus,NA,61,56.2,NA,NA,NA,NA,34.1,38.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1649,North,Iron Age,IA2,IA2,IA.Late,NA,Santorso,All phases,92,Cattle,B,AS,Astragalus,NA,55.8,50.3,NA,NA,NA,NA,31.7,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1650,North,Iron Age,IA2,IA2,IA.Late,NA,Santorso,All phases,92,Cattle,B,AS,Astragalus,NA,57.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1651,North,Iron Age,IA2,IA2,IA.Late,NA,Santorso,All phases,92,Cattle,B,AS,Astragalus,NA,60.2,54.4,NA,NA,NA,NA,33.7,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1652,North,Iron Age,IA2,IA2,IA.Late,NA,Santorso,All phases,92,Cattle,B,AS,Astragalus,NA,60.4,57.6,NA,NA,NA,NA,34.4,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1653,North,Iron Age,IA2,IA2,IA.Late,NA,Santorso,All phases,92,Cattle,B,AS,Astragalus,NA,61.3,55.6,NA,NA,NA,NA,33,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1654,North,Iron Age,IA2,IA2,IA.Late,NA,Santorso,All phases,92,Cattle,B,AS,Astragalus,NA,61.5,56.6,NA,NA,NA,NA,34.2,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1655,North,Iron Age,IA2,IA2,IA.Late,NA,Santorso,All phases,92,Cattle,B,AS,Astragalus,NA,65.8,60.1,NA,NA,NA,NA,NA,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1656,North,Iron Age,IA2,IA2,IA.Late,NA,Santorso,All phases,92,Cattle,B,AS,Astragalus,NA,69.3,NA,NA,NA,NA,NA,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2017,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,AS,Astragalus,NA,63,58.6,NA,NA,NA,NA,34.7,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2018,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,AS,Astragalus,NA,61.9,55,NA,NA,NA,NA,35,38.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2019,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,AS,Astragalus,NA,58.9,52.9,NA,NA,NA,NA,32.7,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2020,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,AS,Astragalus,NA,56.8,53.4,NA,NA,NA,NA,31.1,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2021,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,AS,Astragalus,NA,56.7,52.8,NA,NA,NA,NA,31.4,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2022,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,AS,Astragalus,NA,55.7,50.2,NA,NA,NA,NA,33,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2023,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,AS,Astragalus,NA,55.6,50.8,NA,NA,NA,NA,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2024,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,AS,Astragalus,NA,52.2,47.9,NA,NA,NA,NA,29.6,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2025,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,AS,Astragalus,NA,46.1,43.6,NA,NA,NA,NA,26.8,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Small but appears in publication like this,NA,NA,NA,Cattle
2026,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,AS,Astragalus,NA,NA,45,NA,NA,NA,NA,NA,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Small but appears in publication like this,NA,NA,NA,Cattle
2048,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,AS,Astragalus,NA,58.1,51.7,NA,NA,NA,NA,33.8,37.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2326,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Cattle,B,AS,Astragalus,NA,64.3,59.5,NA,NA,NA,NA,36.2,41.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2327,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Cattle,B,AS,Astragalus,NA,62.6,59.4,NA,NA,NA,NA,34.8,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2328,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Cattle,B,AS,Astragalus,NA,60.8,55.2,NA,NA,NA,NA,34.9,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2329,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Cattle,B,AS,Astragalus,NA,59,54.7,NA,NA,NA,NA,34.3,38.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2330,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Cattle,B,AS,Astragalus,NA,58.9,NA,NA,NA,NA,NA,33.5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2331,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Cattle,B,AS,Astragalus,NA,58.7,54.5,NA,NA,NA,NA,31.6,36.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2332,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Cattle,B,AS,Astragalus,NA,NA,48.7,NA,NA,NA,NA,29.6,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
