Biometry_ID,Region,Period,SpecificChronology,ChronGeneral,Chron,Excluded_from_NISP,Site.name,Area,SiteID,TaxonName,Taxon,Element,ElementName,GL,GLl,GLm,Bp,Dp,SD,DD_shaft,Dl,Bd,Dd,BT,HT,HTC,GLpe,BatF,Dc,GB,BFd,BFp,Comments,AnalysisEdits,Individual,IndiDuplicate,MeasurementPrecision,TaxonGroup
1816,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,MC1,Metacarpal,NA,NA,NA,52,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1817,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,MC1,Metacarpal,NA,NA,NA,53.2,32.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1818,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,MC1,Metacarpal,NA,NA,NA,NA,NA,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1819,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,MC1,Metacarpal,NA,NA,NA,57.6,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
1820,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,MC1,Metacarpal,NA,NA,NA,58.5,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1821,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,MC1,Metacarpal,NA,NA,NA,59.5,33.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1822,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,MC1,Metacarpal,NA,NA,NA,61,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1823,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,MC1,Metacarpal,NA,NA,NA,NA,NA,30.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1824,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,MC1,Metacarpal,NA,NA,NA,51.9,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1826,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Cattle,B,MC1,Metacarpal,195.3,NA,NA,65.5,40,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
1994,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,MC1,Metacarpal,175,NA,NA,45.7,26.8,24.2,17.8,NA,NA,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1995,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,MC1,Metacarpal,NA,NA,NA,60.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very large but appears in publication like this,NA,NA,NA,Cattle
1996,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,MC1,Metacarpal,NA,NA,NA,46.5,27.4,24.7,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1997,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,MC1,Metacarpal,NA,NA,NA,NA,NA,NA,NA,NA,61.6,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1998,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,MC1,Metacarpal,NA,NA,NA,NA,NA,NA,NA,NA,58.3,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
1999,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,MC1,Metacarpal,NA,NA,NA,NA,NA,NA,NA,NA,55.2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2000,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,MC1,Metacarpal,NA,NA,NA,NA,NA,NA,NA,NA,47.5,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2001,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,MC1,Metacarpal,NA,NA,NA,NA,NA,NA,NA,NA,38.9,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2042,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,MC1,Metacarpal,199,NA,NA,55,33.3,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2043,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Cattle,B,MC1,Metacarpal,NA,NA,NA,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2309,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Cattle,B,MC1,Metacarpal,NA,NA,NA,55.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2310,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Cattle,B,MC1,Metacarpal,NA,NA,NA,49,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2311,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Cattle,B,MC1,Metacarpal,NA,NA,NA,48.5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2312,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Cattle,B,MC1,Metacarpal,NA,NA,NA,NA,NA,NA,NA,NA,53.6,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2313,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Cattle,B,MC1,Metacarpal,NA,NA,NA,NA,NA,NA,NA,NA,53.1,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2314,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Cattle,B,MC1,Metacarpal,NA,NA,NA,NA,NA,NA,NA,NA,43.2,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2315,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Cattle,B,MC1,Metacarpal,NA,NA,NA,NA,NA,NA,NA,NA,42.7,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2370,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Baggiovara,Opera Pia Bianchi,121,Cattle,B,MC1,Metacarpal,191,NA,NA,56.3,33.9,30.7,23.3,NA,62.2,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2371,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Baggiovara,Opera Pia Bianchi,121,Cattle,B,MC1,Metacarpal,166,NA,NA,54.6,NA,21.4,19.7,NA,NA,30.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2442,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Gaggio,Struttura 1 + capanna alfa,122,Cattle,B,MC1,Metacarpal,NA,NA,NA,NA,NA,NA,NA,NA,62.3,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2761,Appennine,Iron Age,IA1,IA1,IA.Mid,NA,Verucchio,Scavo 1963,80,Cattle,B,MC1,Metacarpal,NA,NA,NA,53.3,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2764,Appennine,Iron Age,IA1,IA1,IA.Mid,NA,Verucchio,Scavo 1963,80,Cattle,B,MC1,Metacarpal,NA,NA,NA,NA,NA,29.5,19.5,NA,57.8,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2765,Appennine,Iron Age,IA1,IA1,IA.Mid,NA,Verucchio,Scavo 1963,80,Cattle,B,MC1,Metacarpal,NA,NA,NA,NA,NA,26.9,19.7,NA,54,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2766,Appennine,Iron Age,IA1,IA1,IA.Mid,NA,Verucchio,Scavo 1963,80,Cattle,B,MC1,Metacarpal,NA,NA,NA,NA,NA,NA,NA,NA,53,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2767,Appennine,Iron Age,IA1,IA1,IA.Mid,NA,Verucchio,Scavo 1963,80,Cattle,B,MC1,Metacarpal,193,NA,NA,59.5,37.4,32.3,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
2768,Appennine,Iron Age,IA1,IA1,IA.Mid,NA,Verucchio,Scavo 1963,80,Cattle,B,MC1,Metacarpal,NA,NA,NA,58.5,35.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2769,Appennine,Iron Age,IA1,IA1,IA.Mid,NA,Verucchio,Scavo 1963,80,Cattle,B,MC1,Metacarpal,NA,NA,NA,60.6,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2770,Appennine,Iron Age,IA1,IA1,IA.Mid,NA,Verucchio,Scavo 1963,80,Cattle,B,MC1,Metacarpal,NA,NA,NA,53.6,32.5,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2944,South,Iron Age,IA2,IA2,IA.Late,NA,Mirandola,Barchessone Cappello,83,Cattle,B,MC1,Metacarpal,193.5,NA,NA,51.1,31.8,28.6,NA,NA,53.5,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2945,South,Iron Age,IA2,IA2,IA.Late,NA,Mirandola,Barchessone Cappello,83,Cattle,B,MC1,Metacarpal,NA,NA,NA,NA,NA,NA,NA,NA,57.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
2976,South,Iron Age,IA2,IA2,IA.Late,ExNISP,Monte Bibele,Just Ambiente/Casa 14,79,Cattle,B,MC1,Metacarpal,NA,NA,NA,63.3,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3058,South,Iron Age,IA2,IA2,IA.Late,NA,Marzabotto,Casa 1,119,Cattle,B,MC1,Metacarpal,174,NA,NA,50.4,NA,28.3,NA,NA,52.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GL difficolt to read,NA,NA,NA,NA,Cattle
3059,South,Iron Age,IA2,IA2,IA.Late,NA,Marzabotto,Casa 1,119,Cattle,B,MC1,Metacarpal,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3065,South,Iron Age,IA2,IA2,IA.Late,NA,Rubiera,Ca del Cristo,72,Cattle,B,MC1,Metacarpal,NA,NA,NA,46.5,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3071,Veneto,Iron Age,IA2,IA2,IA.Late,Rit,Oderzo,*Casa preromana Settore S-E,140,Cattle,B,MC1,Metacarpal,193,NA,NA,61.5,NA,31,NA,NA,60.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Possibly same individal,NA,140.1,*,NA,Cattle
3101,South,Iron Age,IA2,IA2,IA.Late,NA,Spina,Excavations 2007-2009,118,Cattle,B,MC1,Metacarpal,205,NA,NA,58.4,NA,29.5,NA,NA,56.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
3118,Veneto,Bronze Age,BA.R-F,BRF-IA0,BA.Late,NA,Fondo Paviani,Riedel 1979 - Recent/Final,21,Cattle,B,MC1,Metacarpal,NA,NA,NA,45.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3119,Veneto,Bronze Age,BA.R-F,BRF-IA0,BA.Late,NA,Fondo Paviani,Riedel 1979 - Recent/Final,21,Cattle,B,MC1,Metacarpal,NA,NA,NA,46.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3120,North,Bronze Age,BA.R-F,BRF-IA0,BA.Late,NA,Cavalzara,Riedel 1979,20,Cattle,B,MC1,Metacarpal,NA,NA,NA,49.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3121,North,Bronze Age,BA.R-F,BRF-IA0,BA.Late,NA,Cavalzara,Riedel 1979,20,Cattle,B,MC1,Metacarpal,NA,NA,NA,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3205,North,Bronze Age,BA.R,BM-R,BA.Late,NA,Feniletto,NA,15,Cattle,B,MC1,Metacarpal,NA,NA,NA,45.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3206,North,Bronze Age,BA.R,BM-R,BA.Late,NA,Feniletto,NA,15,Cattle,B,MC1,Metacarpal,NA,NA,NA,45.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3227,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Poggio Rusco,NA,28,Cattle,B,MC1,Metacarpal,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3312,South,Bronze Age,BA.M-R,BM-R,BA.Middle-Late,NA,Pilastri Bondeno,Sondaggi 1989,27,Cattle,B,MC1,Metacarpal,NA,NA,NA,51.1,30.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3354,North,Iron Age,IA2,IA2,IA.Late,NA,Colognola ai Colli,NA,54,Cattle,B,MC1,Metacarpal,NA,NA,NA,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3355,North,Iron Age,IA2,IA2,IA.Late,NA,Colognola ai Colli,NA,54,Cattle,B,MC1,Metacarpal,NA,NA,NA,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3356,North,Iron Age,IA2,IA2,IA.Late,NA,Colognola ai Colli,NA,54,Cattle,B,MC1,Metacarpal,NA,NA,NA,59.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3357,North,Iron Age,IA2,IA2,IA.Late,NA,Colognola ai Colli,NA,54,Cattle,B,MC1,Metacarpal,NA,NA,NA,59.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3358,North,Iron Age,IA2,IA2,IA.Late,NA,Colognola ai Colli,NA,54,Cattle,B,MC1,Metacarpal,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3476,Appennine,Bronze Age,BA.M-R,BM-R,BA.Middle-Late,ExNISP,San Giuliano di Toscanella,NA,34,Cattle,B,MC1,Metacarpal,166,NA,NA,45.7,27.2,25.9,16.7,NA,48.7,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3477,Appennine,Bronze Age,BA.M-R,BM-R,BA.Middle-Late,ExNISP,San Giuliano di Toscanella,NA,34,Cattle,B,MC1,Metacarpal,178,NA,NA,48.5,30,24.7,17.8,NA,50.6,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3478,Appennine,Bronze Age,BA.M-R,BM-R,BA.Middle-Late,ExNISP,San Giuliano di Toscanella,NA,34,Cattle,B,MC1,Metacarpal,173.5,NA,NA,49.1,27.7,25.8,18.6,NA,51.6,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3479,Appennine,Bronze Age,BA.M-R,BM-R,BA.Middle-Late,ExNISP,San Giuliano di Toscanella,NA,34,Cattle,B,MC1,Metacarpal,176,NA,NA,48.9,28.9,26.7,17.6,NA,49.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3484,Appennine,Bronze Age,BA.M-R,BM-R,BA.Middle-Late,ExNISP,San Giuliano di Toscanella,NA,34,Cattle,B,MC1,Metacarpal,185,NA,NA,53.5,30.2,27.5,19.2,NA,58.4,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3486,Appennine,Bronze Age,BA.M-R,BM-R,BA.Middle-Late,ExNISP,San Giuliano di Toscanella,NA,34,Cattle,B,MC1,Metacarpal,187,NA,NA,56.3,33.2,31.5,21.1,NA,58.2,31.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3532,Friuli,Iron Age,IA0,BRF-IA0,IA.Early,NA,Pozzuolo,Braida Roggia - Iron Age,142,Cattle,B,MC1,Metacarpal,NA,NA,NA,48.9,NA,25.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3559,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,153.4,NA,NA,47.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
3560,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,161,NA,NA,44,28,23.8,15,NA,47.6,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3561,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,167.9,NA,NA,40.8,26.2,25.2,17,NA,49.2,27.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
3562,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,168,NA,NA,45.9,28.8,23.8,17.5,NA,46,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3563,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,172.1,NA,NA,49.5,30.5,25,NA,NA,51.3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3564,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,181.4,NA,NA,53.4,33.4,28,19,NA,55,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3565,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,181.5,NA,NA,43.8,27.2,25,18,NA,47.6,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3566,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,187.5,NA,NA,52.7,32.5,27,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3567,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,188.5,NA,NA,52,32.6,NA,20,NA,59,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3568,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,195.8,NA,NA,54.1,33.7,28,19.5,NA,56.4,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
3569,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,182.7,NA,NA,50,32.6,29.1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
3570,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,168.7,NA,NA,53.8,35,28.6,18,NA,58.5,30.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3571,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,177.5,NA,NA,59,35.6,33.2,19,NA,59.1,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3572,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,178.5,NA,NA,52.2,33,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
3573,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,179.8,NA,NA,NA,NA,30.3,NA,NA,59,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3574,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,180.3,NA,NA,55.4,35.1,30.1,20.6,NA,58.1,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3575,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,180.7,NA,NA,58.4,35.4,31,NA,NA,NA,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3576,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,181.7,NA,NA,53.7,32.7,29.6,19,NA,56.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3577,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,183,NA,NA,53,31.8,30,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,Cattle
3578,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,183.2,NA,NA,55.7,36.8,27.1,19.5,NA,57.2,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3579,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,185,NA,NA,53.8,32.8,28.7,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3580,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,185.8,NA,NA,60,37.3,32.2,23.2,NA,63,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3581,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,186.2,NA,NA,55.6,34.7,29.7,20.5,NA,58.5,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
3582,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Cattle,B,MC1,Metacarpal,187.5,NA,NA,60.8,38.2,31.7,18.7,NA,61.3,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattle
